arc_id;user_id;polarity;subjectivity;TextBlob;lat;long
29840;165155741;-1.0;1.0;@pat32ibel terrible et les gens qui sont venus hier de namur pour acheter ma moto ont t bloqus par la grle...;50.85117542;4.45172108
31832;386855911;-1.0;1.0;ma base cest ma famille !!;50.82284;4.36856
35;1444676084;-1.0;1.0;"mais j avoue que nos anciens dimanches taient bcp mieu :( !! 
shinwi, mburger , resto prs de chez gr mre , ... mhm ctai bcp mieu ";50.883385;4.342547
818;873973009;-1.0;1.0;a moi pas mdire la base des bases cest les marvels !;50.8778287;4.3033117
2446;63976591;-1.0;1.0;@marylou_p @tomorrowland @evan_superman you have no idea, i was 5m away from the railing during @alesso s set, the #fireworks were insane.;50.856045;4.358387
2665;73608865;-1.0;0.8;@_pasdelimite_ et pour info tu m as pist parce que moi j ai fait que rrpondre a un idiot qui m  parl!;50.8297448;4.3761912
2864;25932445;-1.0;0.0;my homie artbycash killed this one!!!!! fuuuuuuuuuuuuuuckkkkk!!!! @ le bazaar ;50.837658;4.34847
3652;20199067;-1.0;1.0;boring boring belgium ;50.86340543;4.32983716
3943;564038704;-1.0;0.6666666666666666;"honte a moi, jai pas encore tlcharg ""bad cowboy"" !!!";50.85245681;4.35371813
4104;338294804;-1.0;1.0;vite mtro avance ! victor est en retard et il dteste ca !!;50.8592;4.34274
4443;632174039;-1.0;1.0;@jayceonadolce impossible !!! non moi cest la tte srieux sa tourne encore orh;50.8668352;4.3069293
5057;233171069;-1.0;1.0;@ckalala93 ouais le batard il est pas rester longtemps !!! dja quil est venu en retard !!!! mais bn sa beaut pardonne tous !;50.86982056;4.30648933
5258;541747245;-1.0;1.0;@chemsdinho: @m_refaei_ on est pas tous comme toi hein :( il faut tre comme moi! y a une hyperactive en moi! ;50.81655251;4.33738215
5371;293718046;-1.0;0.6;who the fuck cares if united are losing! they are playing their youth team in turkey since theyve topped the group! stfu and concentrate!!!;50.81244115;4.43694652
8377;145356099;-1.0;1.0;its cold in #brussels!!! #winter;50.825869;4.39679
9023;361924372;-1.0;1.0;je suis du genre que tu peux m avoir fait des choses horrible mais si tu me dit un pardon sincre , je te pardonnerai !;50.894089;4.3639191
9081;769270238;-1.0;1.0;jai que sa  faire-- sa cest du anglais de base..!;50.8524076;4.3009666
10228;1908522901;-1.0;1.0;@emreshn19o7 horrible ;50.875393;4.396297
12001;92233525;-1.0;1.0;@gaetanandrieux @conradmaj bravo! tu te fiches des militants de base! ils vont tre contents de lapprendre!;50.83961651;4.37512419
12626;361924372;-1.0;1.0;"""@luuuv_joy: c est quoi ce genre de message annonyme????!!!!!!!! "" je me voit la! cest bon!!";50.8940936;4.3638528
12692;14450263;-1.0;1.0;ny aller pas ! horrible magasin ! (@ sportdirect) ;50.853027;4.356831
15734;26293224;-1.0;1.0;horny glassware and the worlds worst pour. #poorpour #belgianbeer #belgium #trappistbeer #travel ;50.843035;4.345966
15972;238260619;-1.0;1.0;sharing ur concers can be the worst nightmare you will ever have..;50.8505428;4.3528508
16219;114678131;-1.0;1.0;dites la @sncb vous men voulez personnellement?retard de fou mardi et mercredi,grve hier,ce matin 15min de retard, ce soir:train supprim!;50.845163;4.356613
17163;815647435;-1.0;1.0;terrible signer checks pire;50.89571839;4.32158142
17276;976160558;-1.0;1.0;la base !!!!;50.875999;4.303883
17442;485779405;-1.0;1.0;oh no downtown! why you so cruel? no no no.;50.83956618;4.37430107
18075;128262423;-1.0;1.0;tonight mad city dont miss this fuckin night !!! @ havana club ;50.83840001;4.35063958
18358;453031093;-1.0;1.0;@its_ayliiiin terrible;50.865295;4.2972574
19093;613377284;-1.0;0.6;what the fuck !!! il neige ??!!;50.8072118;4.421669
19250;394798664;-1.0;0.8;man, hoe f*cking vet is dat hier! gemaan gaan op @skrillex en @netskymusic op werchter! damned... #ikwoudatikkonopnemen!;50.84176208;4.35025473
20844;504579893;-1.0;1.0;mais je reste calme  base de louanges et adorations dans les oreilles !;50.875887;4.369789
21124;537392377;-1.0;0.5;bon jm installe confortable jappelle ma mere pr savoir ou elle est.. po heure epussssaani quand mm !!!!!!!!;50.8599502;4.3900687
21263;887290783;-1.0;1.0;@nazooou :( this girl is on firee,,.......#sortie #bonnenuit !!;50.85488415;4.33738613
21647;610419435;-1.0;1.0;    : (   )               ..!!;50.85591939;4.35654669
22637;873973009;-1.0;1.0;jhene aiko - the worst;50.8775771;4.3027929
22997;900259963;-1.0;1.0;@shaniicevandaam @babiiglad no crdit ! zut flut kataplut :( amani appel !!;50.8729412;4.29961445
23947;1454034824;-1.0;1.0;arkadaslar size bir kotu birde daha daha kotu haberim var. havalar gittikce soguyor, ve okul baslamak uzere hay mk :( !! depresyondaaaayimmm;50.86763826;4.36368463
24290;904134654;-1.0;1.0;jai rever que javais couper mes cheveux tout court, jai meme pleurer dans mon reve cetai horrible;50.8686283;4.3215555
24525;922031089;-1.0;1.0;@princessemhc: putain quelle est le fils de thimp qui ma voler mon briquet bleu magique :(salope de merde cest moi qui la !!!;50.88312265;4.34389768
25723;1009885021;-1.0;1.0;le matin jdois marcher toute une longue rue a toute vitesse cest horrible et tellement jmarche vite je tremble;50.86543643;4.3384407
26349;361484504;-1.0;1.0;@goalgary they are stupid!!!!!;50.8199516;4.3721236
26916;233171069;-1.0;1.0;jai envie de faire un putain de beau tatoo ! mais a bx jusqu prsent je trouve que les gens qui fond de tatoo c pas terrible !!;50.86997961;4.30674089
27690;370927127;-1.0;1.0;manzel toujou ka trap bit up c terrible a!!;50.8313294;4.3567799
27998;712694415;-1.0;0.8;all my stoners! get up. and lift your mother fucking hands up!!!!;50.8486848;4.3759442
28355;257443829;-1.0;1.0;@chescobolt @newschoolbxl frero on a dj valider .. le freestyle ou ta le blues (dfaite de chelsea ) aarrh il est terrible;50.86234942;4.32230088
28977;590220322;-1.0;1.0;omg  @selin501 pourquoi ils partagent des photos comme a :( bande de bias indignes !!!! ;50.8138459;4.3667492
29022;450891490;-1.0;1.0;terrible noche @pajares_mario me debes unas frites mnimo;50.85123336;4.33835758
29752;47362611;-1.0;1.0;lo siento flaco, todos sabemos que el ftbol es un deporte sumamente cruel. nimo @udlp_oficial pronto volveris a primera!;50.840761;4.348523
29840;165155741;-1.0;1.0;@pat32ibel terrible et les gens qui sont venus hier de namur pour acheter ma moto ont t bloqus par la grle...;50.85117542;4.45172108
31832;386855911;-1.0;1.0;ma base cest ma famille !!;50.82284;4.36856
979;783138169;-0.9765625;0.7;dj que jaimais pas secret story7, alors la!!!!;50.86426373;4.31131778
18839;633189935;-0.9765625;0.7;"aujourdhui -&gt; nrj12 -&gt; prime secret story 6 !!!! mais jinterviens pas ^^ #saleguelledebois";50.83657784;4.33684698
979;783138169;-0.9765625;0.7;dj que jaimais pas secret story7, alors la!!!!;50.86426373;4.31131778
18839;633189935;-0.9765625;0.7;"aujourdhui -&gt; nrj12 -&gt; prime secret story 6 !!!! mais jinterviens pas ^^ #saleguelledebois";50.83657784;4.33684698
570;1538378977;-0.9375;1.0;"gary est dj parti.. :( aya! si jtais une des chroniqueuses, je lui aurais doffice fait un clin *.* &lt;3 #tpmp";50.873214;4.394002
3424;614446241;-0.9375;1.0;@anxhelawayne nan beibei :( pas moi!;50.8614253;4.3211901
5922;1169269705;-0.9375;0.9;@decytheboss y a un truc entre nous 2 inexplicable: on se comprend, je taime!!;50.81443066;4.32398221
6424;288899498;-0.9375;1.0;@germainekgb yeah rien de plus facile que les tp :((( mais faut tudier a fond!;50.87872305;4.33107511
7219;582015470;-0.9375;1.0;si mon rve pouvait etre raliste :( ... ce serait parfait !;50.873442;4.298849
12379;771843260;-0.9375;1.0;@daisybaaby cest flings :( ils font les beau pour rien :0 cest lile de la tentation qui est ptdr !;50.8537664;4.4353715
13652;1737601633;-0.9375;1.0;"""@footballogue: [#image]: neymar marque son empreinte au bara !
via @insolitefoot "" okey mon gars ney-ney ..";50.8323642;4.3686502
13848;732934788;-0.9375;1.0;et yeah madrid qui joue dans 40 minutes :( putain jpleur !;50.88999779;4.31693781
16988;71563283;-0.9375;1.0;i need vacations not lessons at school! :( #istanbulwaitforme!;50.87473287;4.40259401
22569;618036449;-0.9375;0.8;ik heb een fucking vraag..  wie is in godsnaam oomf?! ik word daar echt gekke van ?!;50.8959889;4.4216731
29195;771843260;-0.9375;1.0;@alainapaka errrrk ahaha :( a pendouille !;50.84996526;4.41084492
570;1538378977;-0.9375;1.0;"gary est dj parti.. :( aya! si jtais une des chroniqueuses, je lui aurais doffice fait un clin *.* &lt;3 #tpmp";50.873214;4.394002
3424;614446241;-0.9375;1.0;@anxhelawayne nan beibei :( pas moi!;50.8614253;4.3211901
5922;1169269705;-0.9375;0.9;@decytheboss y a un truc entre nous 2 inexplicable: on se comprend, je taime!!;50.81443066;4.32398221
6424;288899498;-0.9375;1.0;@germainekgb yeah rien de plus facile que les tp :((( mais faut tudier a fond!;50.87872305;4.33107511
7219;582015470;-0.9375;1.0;si mon rve pouvait etre raliste :( ... ce serait parfait !;50.873442;4.298849
12379;771843260;-0.9375;1.0;@daisybaaby cest flings :( ils font les beau pour rien :0 cest lile de la tentation qui est ptdr !;50.8537664;4.4353715
13652;1737601633;-0.9375;1.0;"""@footballogue: [#image]: neymar marque son empreinte au bara !
via @insolitefoot "" okey mon gars ney-ney ..";50.8323642;4.3686502
13848;732934788;-0.9375;1.0;et yeah madrid qui joue dans 40 minutes :( putain jpleur !;50.88999779;4.31693781
16988;71563283;-0.9375;1.0;i need vacations not lessons at school! :( #istanbulwaitforme!;50.87473287;4.40259401
22569;618036449;-0.9375;0.8;ik heb een fucking vraag..  wie is in godsnaam oomf?! ik word daar echt gekke van ?!;50.8959889;4.4216731
29195;771843260;-0.9375;1.0;@alainapaka errrrk ahaha :( a pendouille !;50.84996526;4.41084492
3965;615263128;-0.9;1.0;ma fille qui accepte enfin daller  lcole alors quil est dj 9h ! #dictature #retard #work #faitesdesgosses;50.80332398;4.34117222
4223;631402777;-0.9;1.0;dj que jsuis en retard...;50.8544167;4.3259174
5598;6926672;-0.9;1.0;train en retard de 8 minutes, esprons que a ne quadruple pas #stress (@ gare de boitsfort / station bosvoorde) ;50.79509636;4.40800801
5887;1422439981;-0.9;1.0;je sais pas quoi mettre je vais arriver en retard;50.857375;4.33816
6266;126075266;-0.9;1.0;si je rate mon bus ma mre ou mon pre voudront me dposer mais le matin sur le ring y a des bouchons donc je serai en retard;50.898111;4.326793
7095;234329975;-0.9;1.0;@j_mchl les noirs tjrs en retard;50.85415702;4.32229471
7573;847849292;-0.9;1.0;@zahrafarissi ahahha fais pas la dingue, dans lhistoire si tes en retard cest toi qui est baise ahaha;50.87821007;4.31448936
8215;2950331;-0.9;1.0;une heure et demie de retard aucun signe de ma proprio ... et son tlphone est teint... #pasqueaafaire;50.85643646;4.40296713
8658;945945756;-0.9;1.0;@hilals_  va sammuser en france, bonne chance avec ces spcimenes retard ..;50.86259933;4.29465503
8929;583905791;-0.9;1.0;@californiag243 t en retard jr essi a kufi;50.865708;4.3308145
9517;1075047126;-0.9;1.0;aujourdhui de nouveau en retard je fini a 15h30 normalement mais jai retenu 1h sa me casse les couilles;50.86935;4.37483
9950;433540675;-0.9;1.0;ils sont un peu en retard sur eurosport ;50.884853;4.332367
12085;877160647;-0.9;1.0;@burgiosophie aprs on dit que les noirs sont toujours en retard hahahahahahaha;50.878357;4.314088
12819;323284322;-0.9;1.0;le train a dj 5 min de retard...;50.8354901;4.33472432
13236;361924372;-0.9;1.0;salela base.. nga moko base solide !! nazo yeah kk po na vandisa masolo.. *timba soki te? bao timbela yo* sek biiiiien uhhh;50.8940742;4.3638598
16948;583905791;-0.9;1.0;@mickaelmck mdr de quoi tu parles je suis pas a la tl hein je rattrape mon retard sur internet;50.87018707;4.31502347
17220;1252679736;-0.9;1.0;et je suis en retard;50.8516198;4.3375734
17805;307318283;-0.9;1.0;bon l reste plus qua prier que ce metro aille vite et que le train ai 5min de retard;50.87558;4.34489
19472;130443175;-0.9;1.0;voila,je suis en retard a cause de ce foutu defrisage --;50.90273121;4.41239775
27710;403071734;-0.9;1.0;bon bah je crois que je suis en retard mais joyeux anniversaire bella non non je toublie pas mme si sa fais longtemps  bsx @muriellelie;50.85681892;4.41284772
28117;114678131;-0.9;1.0;plus le temps passe, plus les retards @sncb augmentent!(2/3);50.844827;4.356308
28748;288899498;-0.9;1.0;on va aller en retard, on veut pas aller en math.;50.87446977;4.33374223
29376;291341039;-0.9;1.0;@roselatiti suis en retard aujourdhui c le jet lagg;50.82411577;4.3840944
32092;192005504;-0.9;1.0;voil, je suis malade! je dteste les changement de tmps! jai du boulots en retard rhume de m.....e.;50.86175629;4.40400717
3965;615263128;-0.9;1.0;ma fille qui accepte enfin daller  lcole alors quil est dj 9h ! #dictature #retard #work #faitesdesgosses;50.80332398;4.34117222
4223;631402777;-0.9;1.0;dj que jsuis en retard...;50.8544167;4.3259174
5598;6926672;-0.9;1.0;train en retard de 8 minutes, esprons que a ne quadruple pas #stress (@ gare de boitsfort / station bosvoorde) ;50.79509636;4.40800801
5887;1422439981;-0.9;1.0;je sais pas quoi mettre je vais arriver en retard;50.857375;4.33816
6266;126075266;-0.9;1.0;si je rate mon bus ma mre ou mon pre voudront me dposer mais le matin sur le ring y a des bouchons donc je serai en retard;50.898111;4.326793
7095;234329975;-0.9;1.0;@j_mchl les noirs tjrs en retard;50.85415702;4.32229471
7573;847849292;-0.9;1.0;@zahrafarissi ahahha fais pas la dingue, dans lhistoire si tes en retard cest toi qui est baise ahaha;50.87821007;4.31448936
8215;2950331;-0.9;1.0;une heure et demie de retard aucun signe de ma proprio ... et son tlphone est teint... #pasqueaafaire;50.85643646;4.40296713
8658;945945756;-0.9;1.0;@hilals_  va sammuser en france, bonne chance avec ces spcimenes retard ..;50.86259933;4.29465503
8929;583905791;-0.9;1.0;@californiag243 t en retard jr essi a kufi;50.865708;4.3308145
9517;1075047126;-0.9;1.0;aujourdhui de nouveau en retard je fini a 15h30 normalement mais jai retenu 1h sa me casse les couilles;50.86935;4.37483
9950;433540675;-0.9;1.0;ils sont un peu en retard sur eurosport ;50.884853;4.332367
12085;877160647;-0.9;1.0;@burgiosophie aprs on dit que les noirs sont toujours en retard hahahahahahaha;50.878357;4.314088
12819;323284322;-0.9;1.0;le train a dj 5 min de retard...;50.8354901;4.33472432
13236;361924372;-0.9;1.0;salela base.. nga moko base solide !! nazo yeah kk po na vandisa masolo.. *timba soki te? bao timbela yo* sek biiiiien uhhh;50.8940742;4.3638598
16948;583905791;-0.9;1.0;@mickaelmck mdr de quoi tu parles je suis pas a la tl hein je rattrape mon retard sur internet;50.87018707;4.31502347
17220;1252679736;-0.9;1.0;et je suis en retard;50.8516198;4.3375734
17805;307318283;-0.9;1.0;bon l reste plus qua prier que ce metro aille vite et que le train ai 5min de retard;50.87558;4.34489
19472;130443175;-0.9;1.0;voila,je suis en retard a cause de ce foutu defrisage --;50.90273121;4.41239775
27710;403071734;-0.9;1.0;bon bah je crois que je suis en retard mais joyeux anniversaire bella non non je toublie pas mme si sa fais longtemps  bsx @muriellelie;50.85681892;4.41284772
28117;114678131;-0.9;1.0;plus le temps passe, plus les retards @sncb augmentent!(2/3);50.844827;4.356308
28748;288899498;-0.9;1.0;on va aller en retard, on veut pas aller en math.;50.87446977;4.33374223
29376;291341039;-0.9;1.0;@roselatiti suis en retard aujourdhui c le jet lagg;50.82411577;4.3840944
32092;192005504;-0.9;1.0;voil, je suis malade! je dteste les changement de tmps! jai du boulots en retard rhume de m.....e.;50.86175629;4.40400717
5001;134131449;-0.8999999999999999;1.0;my stupid spell check always corrects in to on and it makes me look like i have horrible grammar;50.83805282;4.37188234
5001;134131449;-0.8999999999999999;1.0;my stupid spell check always corrects in to on and it makes me look like i have horrible grammar;50.83805282;4.37188234
4644;1010889511;-0.8749999999999998;0.6666666666666666;@gonamarii too bad ! ;50.84667984;4.29918752
10204;800921508;-0.8749999999999998;0.6666666666666666;@pngmortord @fansubcana et encore, quand jai vu breaking bad, javais pas pig que le gentil allait mourir parce que le cancer !;50.833424;4.403566
14724;34968161;-0.8749999999999998;0.6666666666666666;that was a bad miss by bale!;50.8500529;4.3526643
4644;1010889511;-0.8749999999999998;0.6666666666666666;@gonamarii too bad ! ;50.84667984;4.29918752
10204;800921508;-0.8749999999999998;0.6666666666666666;@pngmortord @fansubcana et encore, quand jai vu breaking bad, javais pas pig que le gentil allait mourir parce que le cancer !;50.833424;4.403566
14724;34968161;-0.8749999999999998;0.6666666666666666;that was a bad miss by bale!;50.8500529;4.3526643
13246;27716633;-0.8499999999999999;0.8333333333333333;the signs are bad and the roads are terrible. (@ gare de bruxelles-midi / station brussel-zuid w/ @copini) ;50.83566268;4.33627367
13246;27716633;-0.8499999999999999;0.8333333333333333;the signs are bad and the roads are terrible. (@ gare de bruxelles-midi / station brussel-zuid w/ @copini) ;50.83566268;4.33627367
2802;130587453;-0.8333333333333334;0.9333333333333332;@mailyssb ou est ta pp ? #idiot #stupidgirl #blond #ugly #tiring  #boring  #imastar;50.81959927;4.42392907
2802;130587453;-0.8333333333333334;0.9333333333333332;@mailyssb ou est ta pp ? #idiot #stupidgirl #blond #ugly #tiring  #boring  #imastar;50.81959927;4.42392907
4921;754515277;-0.8;0.9;i hate them;50.84255389;4.34539363
5066;873973009;-0.8;1.0;mais les beignets cest la base ouah  avec du beurre darachide l hm ;50.877789;4.302469
5067;564038704;-0.8;0.9;i hate myself for still thinking about you.;50.85245423;4.3535158
5725;847849292;-0.8;1.0;olala jai pas envie de bouger de mon lit l-bas ce sera  base de sac de couchage... merci mais non merci;50.87856732;4.31387865
6063;2174574863;-0.8;1.0;dj a la base nol est pas une fte chrtiennes enfaite;50.84847436;4.35109917
6135;564038704;-0.8;1.0;"mes prfrences dans #subliminal : ""a la base"" et ""outsider"" pourquoi ? psq il kick dur";50.85246635;4.35367294
6734;405196521;-0.8;0.8;"""@ben_laaden: je te jetais des missiles au calme, tu mas rpondu ""mattaquer vous nauriez jamais duuuu""  #tupasseraleboujourtupac"" idiot";50.84669;4.39038
7098;230884579;-0.8;0.9;men are so annoying omg;50.84625;4.354949
8328;799119097;-0.8;1.0;yeah pas une belle fille celib de bruxelles qui aime les moches ? pcq  la base un moche ca peut pas tromper quoi , nous serons fidles;50.86187;4.373218
8401;2337125059;-0.8;0.9;gewoon, kompany @ bloody louis ;50.83441766;4.3566682
8893;1359109668;-0.8;0.9;y a quelquun qui va au bloody demain?;50.87641381;4.30603306
9078;34968161;-0.8;0.8;while the ban on sex education is quite simply retarded, i do wonder when was it taught in school?;50.850045;4.352488
9545;257443829;-0.8;1.0; la base on veut briller;50.86241189;4.32225826
10041;125155030;-0.8;1.0;matriser filemaker pro 12 et 13 - un puissant logiciel de base de donnes ;50.864707;4.312581
10677;636999037;-0.8;1.0;"rveil en douceur a base de rire avec @maevampz &amp; @tracy_kmd ";50.83120832;4.3898428
11054;127163971;-0.8;1.0;i am at base shop (ch d alsemberg 702, ukkel) ;50.802403;4.33655
11079;57661818;-0.8;0.9;zojuist een foto geplaatst @ bloody louis ;50.83439846;4.3566858
12390;2168467773;-0.8;1.0;@fearowls moi je la suivais sur instagram  la base;50.79153099;4.35903115
12798;249170391;-0.8;0.9;yeaaahhh baby :-d (@ bloody louis w/ 2 others) ;50.83439846;4.3566858
13059;257443829;-0.8;1.0;@bkwhat the fuckla: @mickaelmck @senienigma imbecile de con tu crois t beaumdrrr seni il est ruina toi tu blague ahhah sal faux mtisse;50.86231499;4.32233561
13747;5539772;-0.8;1.0;plannen, plannen plannen. (@ base company in st.-l-woluwe-st.-l, brussels) ;50.852576;4.441947
13973;416797895;-0.8;0.9;its times like these i hate that i am a daydreamer;50.854717;4.355594
14181;2760354289;-0.8;1.0;a la base vous lchez des vents mddr;50.87388;4.311158
14262;9936832;-0.8;1.0;cartographie: apple maps rvle une base militaire secrte  #veilledujour;50.85245271;4.44034619
14910;234329975;-0.8;0.8;kon mais ptn tout a a cause de toi! idiot va ;50.854038;4.322519
17853;577988223;-0.8;1.0;@mb480: avoir une copine vierge cest la base..;50.834075;4.377767
18516;615500483;-0.8;0.9;i hate ovaries;50.85332543;4.31521062
18704;593585205;-0.8;0.9;fucking annoying rohlalala;50.8605278;4.3595001
18772;257443829;-0.8;0.8;@andymonsherry viens idiot en plus yeah un match qui arrive;50.8534165;4.35686063
21523;234027480;-0.8;0.9;i always want to be where i am not. so i can dream about being in a place, but once i get there, i want to be somewhere else. its annoying.;50.8250067;4.4169248
22495;1049202626;-0.8;1.0;"""@tum_jr: un gars doit tjs avoir c chaussure propre...c la base"" on est ensemble";50.8497111;4.3522818
23976;1382284645;-0.8;1.0;"""@djoubz: les rumeurs de guy mo a la base elles sont toutes crites par moi et brian en salle b1"" ";50.82943;4.373303
26786;2216782408;-0.8;0.9;waka flocka (@ bloody louis in bruxelles / brussel, brussels) ;50.83442376;4.35667445
28625;352226574;-0.8;1.0;"; je devrais dj tre rentr  la base mais jai mme pas encore commenc.";50.8417234;4.3310195
29039;15427864;-0.8;0.9;i hate people who instagram meals. @ resto henri ;50.852938;4.345127
29187;359963139;-0.8;1.0;@lilkirua_300 eh moi je te baise, jaime pas les bob a la base;50.829974;4.399472
29609;349615423;-0.8;0.9;i hate wait;50.84086;4.32239
29831;845919583;-0.8;1.0;@tilahhhh bb au 1913 si test base ou jim;50.84771;4.29879
31231;627872430;-0.8;0.8;@_deliciousysra dis pas idiot sale;50.880669;4.337857
31482;585777161;-0.8;1.0;ce soir cest a base de couscous avec la mif, couscous fait par moi en plus :d #team212;50.8696654;4.4034167
4921;754515277;-0.8;0.9;i hate them;50.84255389;4.34539363
5066;873973009;-0.8;1.0;mais les beignets cest la base ouah  avec du beurre darachide l hm ;50.877789;4.302469
5067;564038704;-0.8;0.9;i hate myself for still thinking about you.;50.85245423;4.3535158
